goodreadsID,title,authors,hyper,pageCounts,proportion_text_reviews,average_rating,genreVoted,hasAward,total_ratings,book.descriptions
866136,The Dreaming Void,Peter F. Hamilton,/book/show/866136.The_Dreaming_Void,630,0.0381839,4.18,Science Fiction,FALSE,20087,"The year is 3589, fifteen hundred years after Commonwealth forces barely staved off human extinction in a war against the alien Prime. Now an even greater danger has surfaced: a threat to the existence of the universe itself.At the very heart of the galaxy is the Void, a self-contained microuniverse that cannot be breached, cannot be destroyed, and cannot be stopped as it steadily expands in all directions, consuming everything in its path: planets, stars, civilizations. The Void has existed for untold millions of years. Even the oldest and most technologically advanced of the galaxy’s sentient races, the Raiel, do not know its origin, its makers, or its purpose.But then Inigo, an astrophysicist studying the Void, begins dreaming of human beings who live within it. Inigo’s dreams reveal a world in which thoughts become actions and dreams become reality. Inside the Void, Inigo sees paradise. Thanks to the gaiafield, a neural entanglement wired into most humans, Inigo’s dreams are shared by hundreds of millions–and a religion, the Living Dream, is born, with Inigo as its prophet. But then he vanishes.Suddenly there is a new wave of dreams. Dreams broadcast by an unknown Second Dreamer serve as the inspiration for a massive Pilgrimage into the Void. But there is a chance that by attempting to enter the Void, the pilgrims will trigger a catastrophic expansion, an accelerated devourment phase that will swallow up thousands of worlds. And thus begins a desperate race to find Inigo and the mysterious Second Dreamer. Some seek to prevent the Pilgrimage; others to speed its progress–while within the Void, a supreme entity has turned its gaze, for the first time, outward. . . .From the Hardcover edition."
1126719,House of Suns,Alastair Reynolds,/book/show/1126719.House_of_Suns,NA,0.052868878,4.2,Science Fiction,FALSE,16191,"Six million years ago, at the dawn of the star-faring era, Abigail Gentian fractured herself into a thousand male and female clones, which she called shatterlings. But now, someone is eliminating the Gentian line. Campion and Purslane — two shatterlings who have fallen in love and shared forbidden experiences — must determine exactly who, or what, their enemy is, before they are wiped out of existence."
17333324,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,/book/show/17333324-ancillary-justice,386,0.000106075,3.97,Science Fiction,FALSE,56564,"On a remote, icy planet, the soldier known as Breq is drawing closer to completing her quest. Once, she was the Justice of Toren - a colossal starship with an artificial intelligence linking thousands of soldiers in the service of the Radch, the empire that conquered the galaxy. Now, an act of treachery has ripped it all away, leaving her with one fragile human body, unanswered questions, and a burning desire for vengeance."
100365,The Mote in God's Eye,Larry Niven,/book/show/100365.The_Mote_in_God_s_Eye,596,1.83E-05,4.07,Science Fiction,FALSE,54556,"In 3016, the 2nd Empire of Man spans hundreds of star systems, thanks to faster-than-light Alderson Drive. Intelligent beings are finally found from the Mote, an isolated star in a thick dust cloud. The bottled-up ancient civilization, at least one million years old, are welcoming, kind, yet evasive, with a dark problem they have not solved in over a million years."
96472,"Sundiver (The Uplift Saga, #1)",David Brin,/book/show/96472.Sundiver,340,0.027920941,3.67,Science Fiction,FALSE,19985,"No species has ever reached for the stars without the guidance of a patron--except perhaps mankind. Did some mysterious race begin the uplift of humanity aeons ago? Circling the sun, under the caverns of Mercury, Expedition Sundiver prepares for the most momentous voyage in history--a journey into the boiling inferno of the sun."
284658,"Trading in Danger (Vatta's War, #1)",Elizabeth Moon,/book/show/284658.Trading_in_Danger,357,0.05074569,3.98,Science Fiction,FALSE,10326,"Kylara Vatta is the only daughter in a family full of sons, and her father’s only child to buck tradition by choosing a military career instead of joining the family business. For Ky, it’s no contest: Even running the prestigious Vatta Transport Ltd. shipping concern can’t hold a candle to shipping out as an officer aboard an interstellar cruiser. It’s adventure, not commerce, that stirs her soul. And despite her family’s misgivings, there can be no doubt that a Vatta in the service will prove a valuable asset. But with a single error in judgment, it all comes crumbling down.Expelled from the Academy in disgrace–and returning home to her humiliated family, a storm of high-profile media coverage, and the gaping void of her own future–Ky is ready to face the inevitable onslaught of anger, disappointment, even pity. But soon after opportunity’s door slams shut, Ky finds herself with a ticket to ride– and a shot at redemption–as captain of a Vatta Transport ship.It’s a simple assignment: escorting one of the Vatta fleet’s oldest ships on its final voyage . . . to the scrapyard. But keeping it simple has never been Ky’s style. And even though her father has provided a crew of seasoned veterans to baby-sit the fledgling captain on her maiden milk run, they can’t stop Ky from turning the routine mission into a risky venture–in the name of turning a profit for Vatta Transport, of course.By snapping up a lucrative delivery contract defaulted on by a rival company, and using part of the proceeds to upgrade her condemned vehicle, Ky aims to prove she’s got more going for her than just her family’s famous name. But business will soon have to take a backseat to bravery, when Ky’s change of plans sails her and the crew straight into the middle of a colonial war. For all her commercial savvy, it’s her military training and born-soldier’s instincts that Ky will need to call on in the face of deadly combat, dangerous mercenaries, and violent mutiny. . . .From the Hardcover edition."
203288,"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,/book/show/203288.The_Ship_Who_Sang,248,0.01833777,4.01,Science Fiction,FALSE,20286,"Helva had been born human, but only her brain had been saved and implanted into the titanium body of an intergalactic scout ship. But first she had to choose a human partner, to soar with her through the daring adventures and exhilarating escapades in space."
528362,"A Hymn Before Battle (Posleen War, #1)",John Ringo,/book/show/528362.A_Hymn_Before_Battle,467,0.024686775,4,Science Fiction,FALSE,10775,"With Earth in the path of the rapacious Posleen, the Galactic Federation offers help to the backward humans -- for a price. You can protect yourself from your enemies, but God save you from your allies!"
15704307,"Saga, Vol. 1 (Saga, #1)",Brian K. Vaughan,/book/show/15704307-saga-vol-1,160,5.82E-05,4.23,Sequential Art,FALSE,171854,"When two soldiers from opposite sides of a never-ending galactic war fall in love, they risk everything to bring a fragile new life into a dangerous old universe. From bestselling writer Brian K. Vaughan, Saga is the sweeping tale of one young family fighting to find their place in the worlds. Fantasy and science fiction are wed like never before in this sexy, subversive drama for adults. Collecting: Saga 1-6"
772606,Valor's Choice (Confederation #1),Tanya Huff,/book/show/772606.Valor_s_Choice,416,0.054766414,3.98,Science Fiction,FALSE,6336,"In the distant future, humans and several other races have been granted membership in the Confederation - at a price. They must act as soldier/protectors of the far more civilized races who have long since turned away from war... — Staff Sergeant Torin Kerr was a battle-hardened professional. So when she and those in her platoon who'd survived the last deadly encounter with the Others were yanked from a well-deserved leave for what was supposed to be ""easy"" duty as the honor guard for a diplomatic mission to the non-Confederation world of the Silsviss, she was ready for anything.At first it seemed that all she'd have to contend with was bored troops getting into mischief, and breaking in the new Second Lieutenant who had been given command of her men.Sure, there'd been rumors of the Others - the sworn enemies of the Confederation - being spotted in this sector of space. But there were always rumors. The key thing was to recruit the Silsviss into the Confederation before the Others either attacked or claimed this lizardlike race of warriors for their own side. And everything seemed to be going perfectly. Maybe too perfectly..."
12009,The Algebraist,Iain M. Banks,/book/show/12009.The_Algebraist,434,0.042061724,4,Science Fiction,TRUE,15715,"It is 4034. Humanity has made it to the stars. Fassin Taak, a Slow Seer at the Court of the Nasqueron Dwellers, will be fortunate if he makes it to the end of the year. The Nasqueron Dwellers inhabit a gas giant on the outskirts of the galaxy, in a system awaiting its wormhole connection to the rest of civilization. In the meantime, they are dismissed as decadents living in a state of highly developed barbarism, hoarding data without order, hunting their own young & fighting pointless formal wars. Seconded to a military-religious order he's barely heard of—part of the baroque hierarchy of the Mercatoria, the latest galactic hegemony— Taak has to travel again amongst the Dwellers. He is in search of a secret hidden for half a billion years. But with each day that passes a war draws closer—a war threatening to overwhelm everything & everyone he's ever known."
1828067,"Grimspace (Sirantha Jax, #1)",Ann Aguirre,/book/show/1828067.Grimspace,312,8.22E-05,3.74,Science Fiction,FALSE,12162,"As the carrier of a rare gene, Sirantha Jax has the ability to jump ships through grimspace-a talent which makes her a highly prized navigator for the Corp. Then a crash landing kills everyone on board, leaving Jax in a jail cell with no memory of the crash. But her fun's not over. A group of rogue fighters frees her...for a price: her help in overthrowing the established order."
35434,The Star Wars Trilogy,George Lucas,/book/show/35434.The_Star_Wars_Trilogy,705,0.042987641,4.24,Media Tie In,FALSE,5583,"More than twenty-five years after the groundbreaking movie Star Wars: A New Hope first hit the silver screen, Star Wars remains one of the most beloved sagas ever told. Together, the three original Star Wars movies–A New Hope, The Empire Strikes Back, and Return of the Jedi–told one epic: a heroic tale of innocence lost and wisdom gained, of downfall and redemption, of the never-ending fight between the forces of good and evil. Read the story of the movies–all three in one trade paperback volume–and rediscover the wonder of the legend that begins:
  A long time ago, in a galaxy far, far away . . .
Luke Skywalker lived and worked on his uncle’s farm on the remote planet of Tatooine, but he yearned to travel beyond the farthest reaches of the universe to distant, alien worlds. Then Luke intercepted a cryptic message from a beautiful, captive princess . . . and found himself catapulted into the adventure of a lifetime.Luke Skywalker, proud Princess Leia, and headstrong Han Solo . . . merciless Darth Vader, wise Obi-Wan Kenobi, loyal droids R2-D2 and C-3PO, and the inscrutable Yoda . . . Chewbacca the Wookiee, shifty Lando Calrissian, and the vile Jabba the Hutt . . . all the vivid characters from the Star Wars universe spring to life in these thrilling pages.The Star Wars Trilogy is a must-read for anyone who wants to relive the excitement, the magic, and the sheer entertainment of this legendary saga–now and forever."
284873,"Hunting Party (The Serrano Legacy, #1)",Elizabeth Moon,/book/show/284873.Hunting_Party,364,0.031193399,3.86,Science Fiction,FALSE,4969,"Heris Serrano--formerly a commander in the Regular Space Service--must take whatever job she can get after her resignation under a cloud. What she can get is the captaincy of a rich old lady's space yacht...a rich old horsewoman, who has little liking for the military, and whose spoiled nephew Ronnie (and his equally spoiled friends) have been foisted on her after his folly embarrassed the family. Lady Cecelia's only apparent interest is horses--she intends to go fox hunting on the private pleasure planet of a friend of hers, Lord Thornbuckle. But events conspire to make it far more than a fox hunt."
1107296,"Mutineers' Moon (Dahak, #1)",David Weber,/book/show/1107296.Mutineers_Moon,315,0.016678495,4.2,Science Fiction,FALSE,5636,"For Lt. Commander Colin Maclntyre, it began as a routine training flight over the Moon. For Dahak, a self-aware Imperial battleship, it began millennia ago when that powerful artificial intelligence underwent a mutiny in the face of the enemy. The mutiny was never resolved--Dahak was forced to maroon not just the mutineers but the entire crew on prehistoric Earth. Dahak has been helplessly waiting as the descendants of the loyal crew regressed while the mutineers maintained control of technology that kept them alive as the millennia passed. But now Dahak's sensors indicate that the enemy that devastated the Imperium so long ago has returned--and Earth is in their path. For the sake of the planet, Dahak must mobilize its defenses. And that it cannot do until the mutineers are put down. So Dahak has picked Colin Maclntyre to be its new captain. Now Maclntyre must mobilize humanity to destroy the mutineers once and for all--or Earth will become a cinder in the path of galactic conquest."
444944,"Triplanetary (Lensman, #1)","E.E. ""Doc"" Smith",/book/show/444944.Triplanetary,287,0.064472671,3.65,Science Fiction,FALSE,5196,"Notice: This Book is published by Historical Books Limited (www.publicdomain.org.uk) as a Public Domain Book, if you have any inquiries, requests or need any help you can just send an email to publications@publicdomain.org.uk This book is found as a public domain and free book based on various online catalogs, if you think there are any problems regard copyright issues please contact us immediately via DMCA@publicdomain.org.uk"
1197129,The Pride of Chanur (Chanur #1),C.J. Cherryh,/book/show/1197129.The_Pride_of_Chanur,224,0.038910506,3.92,Science Fiction,FALSE,5654,"No one at Meetpoint Station had ever seen a creature like the Outsider. Naked-hided, blunt toothed and blunt-fingered, Tully was the sole surviving member of his company -- a communicative, spacefaring species hitherto unknown -- and he was a prisoner of his discoverer/ captors the sadistic, treacherous kif, until his escape onto the hani ship The Pride of Chanur. Little did he know when he threw himself upon the mercy of The Pride and her crew that he put the entire hani species in jeopardy and imperiled the peace of the Compact itself. For the information this fugitive held could be the ruin or glory of any of the species at Meetpoint Station. Cover art by Michael Whelan "
2334538,"Quarter Share (Golden Age of the Solar Clipper, #1)",Nathan Lowell,/book/show/2334538.Quarter_Share,NA,0.086956522,4.13,Science Fiction,FALSE,5750,"
  THE GOLDEN AGE OF SAIL HAS RETURNED -- IN THE YEAR 2351
When his mother dies in a flitter crash, eighteen-year-old Ishmael Horatio Wang must find a job with the planet company or leave the system--and NerisCo isn't hiring. With credits running low, and prospects limited, he has just one hope...to enlist for two years with a deep space commercial freighter. Ishmael, who only rarely visited the Neris Orbital, and has never been off-planet alone before, finds himself part of an eclectic crew sailing a deep space leviathan between the stars. Join the crew of the SC Lois McKendrick, a Manchester built clipper as she sets solar sails in search of profit for her company and a crew each entitled to a share equal to their rating."
89186,Pushing Ice,Alastair Reynolds,/book/show/89186.Pushing_Ice,458,0.05524258,4.03,Science Fiction,TRUE,11893,"2057. Bella Lind and the crew of her nuclearpowered ship, the Rockhopper, push ice. They mine comets. But when Janus, one of Saturn's ice moons, inexplicably leaves its natural orbit and heads out of the solar system at high speed, Bella is ordered to shadow it for the few vital days before it falls forever out of reach.  In accepting this mission she sets her ship and her crew on a collision course with destiny-for Janus has many surprises in store, and not all of them are welcome..."
574676,"Sassinak (Planet Pirates, #1)",Anne McCaffrey,/book/show/574676.Sassinak,260,0.019262356,3.89,Science Fiction,FALSE,6697,"OLD ENOUGH TO BE USED, YOUNG ENOUGH TO BE BROKENSassinak was twelve when the raiders came. That made her just the right age: old enough to be used, young enough to be broken. Or so the slavers thought. But Sassy turned out to be a little different from your typical slave girl. Maybe it was her unusual physical strength. Maybe it was her friendship with the captured Fleet crewman. Maybe it was her spirit. Whatever it was, it wouldn't let her resign herself to the life of a slave. She bided her time, watched for her moment. Finally it came, and she escaped.But that was only the beginning for Sassinak. Now she's a Fleet Captain with a pirate-chasing ship of her own, and only one regret in her life: not enough pirates."
129582,"Mutineer (Kris Longknife, #1)",Mike Shepherd,/book/show/129582.Mutineer,389,0.047619048,3.86,Science Fiction,FALSE,4767,"Kris Longknife is a daughter of privilege, born to money and power. Her father is the Prime Minister of her home planet. Her mother the consummate politician's wife. She's been raised only to be beautiful and marry well. But the heritage of the military Longknifes courses through Kris's blood-and, against her parents' objections, she enlists in the marines."
898232,"Hidden Empire (The Saga of Seven Suns, #1)",Kevin J. Anderson,/book/show/898232.Hidden_Empire,654,0.068155452,3.76,Science Fiction,FALSE,6896,"In the far future, Ildirans give Earth the stardrive. Two archaeologists glean forbidden knowledge from the ruins of a dead world. Robot servants of ruling insectoid Klikiss guard the Klikiss Torch, which has the power to create suns. The reasons for the fall of the Klikiss empire may return."
286445,"With the Lightnings (Lt. Leary, #1)",David Drake,/book/show/286445.With_the_Lightnings,336,0.030763315,3.84,Science Fiction,FALSE,5201,"Daniel Leary is a lieutenant in the Republic of Cinnabar Navy with no money and no prospects since he quarreled with his ruthless, politically powerful father. Adele Mundy is a scholar with no money and no prospects since her family was massacred for conspiring against the Government of Cinnabar. Kostroma is a wealthy planet which depends on diplomacy to stay independent in a galaxy whose two great powers, Cinnabar and the Alliance, battle for supremacy. In a few hours, diplomacy is going to fail Kostroma. Daniel, Adele, and the scratch crew they gather aren't much to stand in the way of a powerful invasion fleet, but just possibly they're enough."
664642,"Stardoc (Stardoc, #1)",S.L. Viehl,/book/show/664642.Stardoc,394,0.053432922,3.8,Science Fiction,FALSE,3481,"Dr. Cherijo Grey Veil leaves Earth and accepts a position as a physician at Kevarzanga-2's FreeClinic. Her surgical skills are desperately needed on a hostile frontier world with over 200 sentient species--and her understanding of alien physiology is nothing short of miraculous. But the truth behind her expertise is a secret which, if discovered, could have disastrous consequences between human and alien relations..."
