,goodreadsID,title,authors,hyper,pageCounts,proportion_text_reviews,average_rating,genreVoted,hasAward,total_ratings,book.descriptions
51,28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,/book/show/28876.His_Majesty_s_Dragon,353,6.64E-05,4.05,Fantasy,TRUE,60231,"Aerial combat brings a thrilling new dimension to the Napoleonic Wars as valiant warriors ride mighty fighting dragons, bred for size or speed. When HMS Reliant captures a French frigate and seizes the precious cargo, an unhatched dragon egg, fate sweeps Captain Will Laurence from his seafaring life into an uncertain future – and an unexpected kinship with a most extraordinary creature. Thrust into the rarified world of the Aerial Corps as master of the dragon Temeraire, he will face a crash course in the daring tactics of airborne battle. For as France’s own dragon-borne forces rally to breach British soil in Bonaparte’s boldest gambit, Laurence and Temeraire must soar into their own baptism of fire."
52,1268479,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,/book/show/1268479.Warbreaker,NA,6.59E-05,4.23,Fantasy,FALSE,75904,"This is the story of two sisters, who happen to be princesses. Theirs is a world in which those who die in glory return as gods to live confined to a pantheon in Hallandren's capital city. A world transformed by a power based on an essence known as breath. Using magic is arduous as breath can only be collected one unit at a time."
53,210329,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,/book/show/210329.The_Dark_Is_Rising,272,4.33E-05,4.07,Young Adult,FALSE,46144,"""When the Dark comes rising, six shall turn it back, three from the circle, three from the track; wood, bronze, iron; water, fire, stone; five will return, and one go alone.”With these mysterious words, Will Stanton discovers on his 11th birthday that he is no mere boy. He is the Sign-Seeker, last of the immortal Old Ones, destined to battle the powers of evil that trouble the land. His task is monumental: he must find and guard the six great Signs of the Light, which, when joined, will create a force strong enough to match and perhaps overcome that of the Dark. Embarking on this endeavor is dangerous as well as deeply rewarding; Will must work within a continuum of time and space much broader than he ever imagined."
54,463063,The Chronicles of Prydain Boxed Set (The Chronicles of Prydain #1-5),Lloyd Alexander,/book/show/463063.The_Chronicles_of_Prydain_Boxed_Set,1104,0.039066739,4.41,Fantasy,FALSE,5529,"Millions of young readers have been enthralled by the adventures of Taran the Assistant Pig-Keeper and his lively companions as they journey through the magical land of Prydain. First published more than thirty years ago and translated into twenty different languages, Lloyd Alexander's beloved series has become the standard of excellence in fantasy literature for children. Among their many accolades, the award-winning Chronicles of Prydain count a Newbery Medal, a Newbery Honor, and more than two million copies in print."
55,140671,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,/book/show/140671.The_Black_Company,319,3.14E-05,3.96,Fantasy,FALSE,31828,"Librarian note: an alternate cover for this edition can be found here.Some feel the Lady, newly risen from centuries in thrall, stands between humankind and evil. Some feel she is evil itself. The hard-bitten men of the Black Company take their pay and do what they must, burying their doubts with their dead. Until the prophesy: The White Rose has been reborn, somewhere, to embody good once more. There must be a way for the Black Company to find her... So begins one of the greatest fantasy epics of our age—Glen Cook's Chronicles of the Black Company."
56,6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,/book/show/6294.Howl_s_Moving_Castle,NA,6.41E-05,4.3,Fantasy,TRUE,156042,"An alternative cover for this ISBN can be found hereSophie has the great misfortune of being the eldest of three daughters, destined to fail miserably should she ever leave home to seek her fate. But when she unwittingly attracts the ire of the Witch of the Waste, Sophie finds herself under a horrid spell that transforms her into an old lady. Her only chance at breaking it lies in the ever-moving castle in the hills: the Wizard Howl's castle. To untangle the enchantment, Sophie must handle the heartless Howl, strike a bargain with a fire demon, and meet the Witch of the Waste head-on. Along the way, she discovers that there's far more to Howl—and herself—than first meets the eye."
57,47953,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,/book/show/47953.The_Black_Jewels_Trilogy,NA,0.050193382,4.39,Fantasy,FALSE,11635,"Seven hundred years ago, a Black Widow witch saw an ancient prophecy come to life in her web of dreams and visions.Now the Dark Kingdom readies itself for the arrival of its Queen, a Witch who will wield more power than even the High Lord of Hell himself. But she is still young, still open to influence--and corruption.Whoever controls the Queen controls the darkness. Three men--sworn enemies--know this. And they know the power that hides behind the blue eyes of an innocent young girl. And so begins a ruthless game of politics and intrigue, magic and betrayal, where the weapons are hate and love--and the prize could be terrible beyond imagining...--back cover"
58,407813,"The Blue Sword (Damar, #1)",Robin McKinley,/book/show/407813.The_Blue_Sword,256,4.06E-05,4.24,Fantasy,FALSE,49260,"Harry Crewe is an orphan girl who comes to live in Damar, the desert country shared by the Homelanders and the secretive, magical Hillfolk. Her life is quiet and ordinary-until the night she is kidnapped by Corlath, the Hillfolk King, who takes her deep into the desert. She does not know the Hillfolk language; she does not know why she has been chosen. But Corlath does. Harry is to be trained in the arts of war until she is a match for any of his men. Does she have the courage to accept her true fate?"
59,597790,The Children of Húrin,J.R.R. Tolkien,/book/show/597790.The_Children_of_H_rin,313,3.80E-05,3.95,Fiction,TRUE,52629,"
  Tolkien fans are sure to treasure this tale of Middle-earth's First Age, which appeared in incomplete forms in the posthumously published The Silmarillion and Unfinished Tales. Those earlier books, also edited by Tolkien's son, Christopher, only hinted at the depth and power of the tragic story of Túrin and Niënor, the children of Húrin, the lord of Dor-lómin, who achieved renown for having confronted Morgoth, who was the master of Sauron, the manifestation of evil in the Lord of the Rings.
Six thousand years before the One Ring is destroyed, Middle-earth lies under the shadow of the Dark Lord Morgoth. The greatest warriors among elves and men have perished, and all is in darkness and despair. But a deadly new leader rises, Túrin, son of Húrin, and with his grim band of outlaws begins to turn the tide in the war for Middle-earth -- awaiting the day he confronts his destiny and the deadly curse laid upon him. Deftly balancing thrilling battles with moments of introspection, Tolkien's vivid and gripping narrative reaffirms his primacy in fantasy literature."
60,82192,"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,/book/show/82192.The_Crystal_Cave,494,2.62E-05,4.13,Fantasy,TRUE,38137,"Fifth century Britain is a country of chaos and division after the Roman withdrawal. This is the world of young Merlin, the illegitimate child of a South Wales princess who will not reveal to her son his father's true identity. Yet Merlin is an extraordinary child, aware at the earliest age that he possesses a great natural gift - the Sight. Against a background of invasion and imprisonment, wars and conquest, Merlin emerges into manhood, and accepts his dramatic role in the New Beginning - the coming of King Arthur."
61,28249,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,/book/show/28249.The_Magicians_Guild,467,3.36E-05,3.96,Fantasy,FALSE,59515,"""We should expect this young woman to be more powerful than our average novice, possibly even more powerful than the average magician.""This year, like every other, the magicians of Imardin gather to purge the city of undesirables. Cloaked in the protection of their sorcery, they move with no fear of the vagrants and miscreants who despise them and their work-—until one enraged girl, barely more than a child, hurls a stone at the hated invaders...and effortlessly penetrates their magical shield.What the Magicians' Guild has long dreaded has finally come to pass. There is someone outside their ranks who possesses a raw power beyond imagining, an untrained mage who must be found and schooled before she destroys herself and her city with a force she cannot yet control."
62,1148721,The Fionavar Tapestry (The Fionavar Tapestry #1-3),Guy Gavriel Kay,/book/show/1148721.The_Fionavar_Tapestry,NA,0.03361204,4.21,Fantasy,FALSE,5980,"In the three novels that make up the Fionavar Tapestry trilogy collected in this omnibus edition (The Summer Tree, The Wandering Fire, and The Darkest Road), five University of Toronto students find themselves transported to a magical land to do battle with the forces of evil. At a Celtic conference, Kimberley, Kevin, Jennifer, Dave, and Paul meet wizard Loren Silvercloak. Returning with him to the magical kingdom of Fionavar to attend a festival, they soon discover that they are being drawn into the conflict between the dark and the light as Unraveller Rakoth Maugrim breaks free of his mountain prison and threatens the continued existence of Fionavar. They join mages, elves, dwarves, and the forces of the High King of Brennin to do battle with Maugrim, where Kay's imaginative powers as a world-builder come to the fore. He stunningly weaves Arthurian legends into the fluid mix of Celtic, Nordic, and Teutonic, creating a grand fantasy that sweeps readers into a heroic struggle that the author makes all the more memorable because of the tributes he pays to past masters.  The trilogy is a grand homage to J.R.R. Tolkien's The Lord of the Rings, but while the echoes of Tolkien's masterwork are very real, the books offer the wonderful taste of a new fantasy writer cutting his teeth at the foot of a master. Kay has a very real connection to Tolkien--as Christopher Tolkien's assistant, Kay was invaluable in helping to wrestle Tolkien's posthumous The Silmarillion into shape for publication. Kay is undoubtedly one of the Canadian masters of high fantasy, and The Fionavar Tapestry is one of his most enduring works. Readers, however, should also check out Kay's Tigana, A Song for Arbonne, The Lions of Al-Rassan, and The Sarantine Mosaic to truly experience a master at work. --Jeffrey Canton"
63,13928,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,/book/show/13928.Daughter_of_the_Forest,554,6.47E-05,4.28,Fantasy,FALSE,46338,"Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters. Bereft of a mother, she is comforted by her six brothers who love and protect her. Sorcha is the light in their lives, they are determined that she know only contentment.But Sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only Sorcha can lift-by staying silent. If she speaks before she completes the quest set to her by the Fair Folk and their queen, the Lady of the Forest, she will lose her brothers forever. When Sorcha is kidnapped by the enemies of Sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. Sorcha despairs at ever being able to complete her task, but the magic of the Fair Folk knows no boundaries, and love is the strongest magic of them all..."
64,10611,The Eyes of the Dragon,Stephen King,/book/show/10611.The_Eyes_of_the_Dragon,427,3.44E-05,3.93,Fantasy,FALSE,87126,"A fantasy of heroic adventure, set in the kingdom of Delain. It involves a king who is poisoned, a young and beautiful queen, a prince locked in a high tower while his younger brother assumes the throne, and an evil magician who harbours terrible secrets and malevolent plans."
65,334123,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,/book/show/334123.The_Amulet_of_Samarkand,NA,4.00E-05,4,Fantasy,TRUE,100022,"Nathaniel is a boy magician-in-training, sold to the government by his birth parents at the age of five and sent to live as an apprentice to a master. Powerful magicians rule Britain, and its empire, and Nathaniel is told his is the ""ultimate sacrifice"" for a ""noble destiny."" If leaving his parents and erasing his past life isn't tough enough, Nathaniel's master, Arthur Underwood, is a cold, condescending, and cruel middle-ranking magician in the Ministry of Internal Affairs. The boy's only saving grace is the master's wife, Martha Underwood, who shows him genuine affection that he rewards with fierce devotion. Nathaniel gets along tolerably well over the years in the Underwood household until the summer before his eleventh birthday. Everything changes when he is publicly humiliated by the ruthless magician Simon Lovelace and betrayed by his cowardly master who does not defend him.Nathaniel vows revenge. In a Faustian fever, he devours magical texts and hones his magic skills, all the while trying to appear subservient to his master. When he musters the strength to summon the 5,000-year-old djinni Bartimaeus to avenge Lovelace by stealing the powerful Amulet of Samarkand, the boy magician plunges into a situation more dangerous and deadly than anything he could ever imagine."
66,30036,"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,/book/show/30036.Elric_of_Melnibon_,181,0.036562251,3.89,Fantasy,FALSE,20048,"It is the colour of a bleached skull, his flesh; and the long hair that flows below his shoulders is milk-white. From the tapering, beautiful head stare two slanting eyes, crimson and moody....He is Elric, Emperor of Melnibone, cursed with a keen and cynical intelligence, schooled in the art of sorcery -- the hero of Michael Moorcock's remarkable epic of conflict and adventure at the dawn of human history...Included is a dramatic introduction read by Michael Moorcock over 10 mins in length."
67,77366,"The Hero and the Crown (Damar, #2)",Robin McKinley,/book/show/77366.The_Hero_and_the_Crown,240,4.30E-05,4.21,Fantasy,FALSE,46485,"Aerin could not remember a time when she had not known the story; she had grown up knowing it.It was the story of her mother, the witchwoman who enspelled the king into marrying her, to get an heir that would rule Damar; and it was told that she turned her face to the wall and died of despair when she found she had borne a daughter instead of a son.Aerin was that daughter.But there was more of the story yet to be told; Aerin's destiny was greater than even she had dreamed--for she was to be the true hero who would wield the power of the Blue Sword..."
68,96281,"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",Elizabeth Moon,/book/show/96281.The_Deed_of_Paksenarrion,1040,0.054165521,4.29,Fantasy,FALSE,10911,"The Deed of Paksenarrion revolves around the life of Paksenarrion Dorthansdotter, known as Paks. It takes place in a fictional medieval world comprised of kingdoms of humans, dwarves, and elves. The story begins by introducing Paks as a headstrong girl of 18, who leaves her home (fleeing a marriage arranged by her father) to join a mercenary company. Through her journeys and hardships she comes to realize that she has been gifted as a paladin. The novel was originally published in three volumes in 1988 and 1989 and as a single trade edition of that name in 1992. The three books included are The Sheepfarmer's Daughter, Divided Allegiance and Oath of Gold.From publisher Baen: ""Paksenarrion, a simple sheepfarmer's daughter, yearns for a life of adventure and glory, such as was known to heroes in songs and story. At age seventeen she runs away from home to join a mercenary company and begins her epic life . . . Book One: Paks is trained as a mercenary, blooded, and introduced to the life of a soldier . . . and to the followers of Gird, the soldier's god. Book Two: Paks leaves the Duke's company to follow the path of Gird alone—and on her lonely quests encounters the other sentient races of her world. Book Three: Paks the warrior must learn to live with Paks the human. She undertakes a holy quest for a lost elven prince that brings the gods' wrath down on her and tests her very limits."""
69,1381,The Odyssey,Homer,/book/show/1381.The_Odyssey,541,1.20E-05,3.74,Classics,FALSE,752225,"George Herbert Palmer (March 9, 1842–May 7, 1933) was an American scholar and author. He was a graduate, and then professor at Harvard University. He is also known for his published works, like the translation of The Odyssey (1884) and others about education and ethics, such as The New Education (1887) and The Glory of the Imperfect (1898).This is a pre-1923 historical reproduction that was curated for quality. Quality assurance was conducted on each of these books in an attempt to remove books with imperfections introduced by the digitization process. Though we have made best efforts—the books may have occasional errors that do not impede the reading experience. We believe this work is culturally important and have elected to bring the book back into print as part of our continuing commitment to the preservation of printed works worldwide."
70,62485,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,/book/show/62485.The_Icewind_Dale_Trilogy_Collector_s_Edition,NA,0.017039484,4.28,Fantasy,FALSE,13322,"Icewind Dale. Windswept passes and forbidding glaciers stand at the top of the world. Below them, in the cold valleys, an evil force broods: the magic of Crenshinibon, the crystal shard. Now dwarf, barbarian, and drow elf join to battle this evil. Tempered in the furnace of struggle, they form an unbreakable friendship. A legend is born. For the first time in one volume, here is ""New York Times"" bestselling author R.A. Salvatore's adventure that introduced Drizzt Do'Urden, the heroic dark elf, one of the most beloved characters in fantasy literature."
71,76658,"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,/book/show/76658.On_a_Pale_Horse,325,3.13E-05,4.13,Fantasy,FALSE,31959,"When Zane shoots Death, he has to take the job, speeding over the world riding Mortis, his pale horse/limo, measuring souls for the exact balance of Good and Evil, sending each to Heaven or Hell instead of Purgatory. The new Thanatos is superbly competent, ends pain when he ends lives. But Satan is forging a trap for Luna, the woman Death loves."
72,60400,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,/book/show/60400.The_Ruins_of_Gorlan,249,6.04E-05,4.21,Fiction,TRUE,99332,"They have always scared him in the past — the Rangers, with their dark cloaks and shadowy ways. The villagers believe the Rangers practice magic that makes them invisible to ordinary people. And now 15-year-old Will, always small for his age, has been chosen as a Ranger's apprentice. What he doesn't yet realize is that the Rangers are the protectors of the kingdom. Highly trained in the skills of battle and surveillance, they fight the battles before the battles reach the people. And as Will is about to learn, there is a large battle brewing. The exiled Morgarath, Lord of the Mountains of Rain and Night, is gathering his forces for an attack on the kingdom. This time, he will not be denied...."
73,77160,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,/book/show/77160.Across_the_Nightingale_Floor,305,3.25E-05,4.06,Fantasy,FALSE,30804,"In his black-walled fortress at Inuyama, the warlord Iida Sadamu surveys his famous nightingale floor. Constructed with exquisite skill, it sings at the tread of each human foot. No assassin can cross it unheard.The youth Takeo has been brought up in a remote mountain village among the Hidden, a reclusive and spiritual people who have taught him only the ways of peace. But unbeknownst to him, his father was a celebrated assassin and a member of the Tribe, an ancient network of families with extraordinary, preternatural skills. When Takeo's village is pillaged, he is rescued and adopted by the mysterious Lord Otori Shigeru. Under the tutelage of Shigeru, he learns that he too possesses the skills of the Tribe. And, with this knowledge, he embarks on a journey that will lead him across the famed nightingale floor—and to his own unimaginable destiny..."
74,61886,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,/book/show/61886.The_Curse_of_Chalion,496,3.83E-05,4.16,Fantasy,FALSE,26096,"A man broken in body and spirit, Cazaril, has returned to the noble household he once served as page, and is named, to his great surprise, as the secretary-tutor to the beautiful, strong-willed sister of the impetuous boy who is next in line to rule. It is an assignment Cazaril dreads, for it will ultimately lead him to the place he fears most, the royal court of Cardegoss, where the powerful enemies, who once placed him in chains, now occupy lofty positions. In addition to the traitorous intrigues of villains, Cazaril and the Royesse Iselle, are faced with a sinister curse that hangs like a sword over the entire blighted House of Chalion and all who stand in their circle. Only by employing the darkest, most forbidden of magics, can Cazaril hope to protect his royal charge—an act that will mark the loyal, damaged servant as a tool of the miraculous, and trap him, flesh and soul, in a maze of demonic paradox, damnation, and death."
75,12891107,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,/book/show/12891107-king-of-thorns,449,4.52E-05,4.2,Fantasy,FALSE,44209,"The boy who would be King has gained the throne…Prince Honorious Jorg Ancrath vowed when he was nine to avenge his slaughtered mother and brother—and punish his father for not doing so. When he was fifteen, he began to fulfill that vow. Now he is eighteen—and he must hold on by strength of arms to what he took by torture and treachery.King Jorg is a man haunted: by the ghost of a young boy, by a mysterious copper box, by his desire for the woman who rides with his enemy. Plagued by nightmares of the atrocities he committed, and of the atrocities committed against him when he was a child, he is filled with rage. And even as his need for revenge continues to consume him, twenty thousand men march toward the gates of his castle. His enemy is far stronger than him. Jorg knows that he cannot win a fair fight.But he has found, in a chamber hidden beneath the castle, ancient and long-lost artifacts. Some might call them magic. Jorg is not certain—all he knows is that the secrets they hold can be put to terrible use in the coming battle…"
76,261604,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,/book/show/261604.Rhapsody,656,0.029175909,3.95,Fantasy,FALSE,17583,"The brilliant new saga is born ...Rhapsody is a woman, a Singer of some talent, who is swept up into events of world-shattering import. On the run from an old romantic interest who won't take no for an answer, Rhapsody literally bumps into a couple of shady characters: half-breeds who come to her rescue in the nick of time. Only the rescue turns into an abduction, and Rhapsody soon finds herself dragged along on an epic voyage, one that spans centuries and ranges across a wonder-filled fantasy world-- a world so real you can hear the sweet music of Rhapsody's aubade and smell the smoldering forges deep within the Cauldron."
77,28481,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,/book/show/28481.Dragon_Wing,430,0.021784143,3.94,Fantasy,FALSE,23182,"Preeminent storytellers Margaret Weis and Tracy Hickman have redefined epic fantasy. Since the publication of their Dragonlance series, millions of readers have enjoyed their imaginative world-building, rich characterization, and intricate storylines. Now these best-selling authors bring their talents to one of the most innovative fantasy creations ever in Dragon Wing, the first volume in The Death Gate Cycle.An assassin and the royal child he has been hired to kill form an unlikely and unstable alliance as the plots of human sorcerers, elven pirates, and dwarf revolutionaries threaten to overwhelm the airborne kingdoms of Arianus."
78,589979,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,/book/show/589979.Daughter_of_the_Empire,421,0.022679306,4.25,Fiction,FALSE,27955,"Magic and murder engulf the realm of Kelewan.  Fierce warlords ignite a bitter blood feud to enslave the empire of Tsuranuanni.  While in the opulent Imperial courts, assassins and spy-master plot cunning and devious intrigues against the rightful heir.  Now Mara, a young, untested Ruling lady, is called upon to lead her people in a heroic struggle for survival.  But first she must rally an army of rebel warriors, form a pact with the alien cho-ja, and marry the son of a hated enemy.  Only then can Mara face her most dangerous foe of all--in his own impregnable stronghold.  An epic tale of adventure and intrigue.  Daughter of the Empire is fantasy of the highest order by two of the most talented writers in the field today."
79,13836,"Wild Magic (Immortals, #1)",Tamora Pierce,/book/show/13836.Wild_Magic,362,1.65E-05,4.33,Fantasy,FALSE,60637,"Young Daine's knack with horses gets her a job helping the royal horsemistress drive a herd of ponies to Tortall. Soon it becomes clear that Daine's talent, as much as she struggles to hide it, is downright magical. Horses and other animals not only obey, but listen to her words. Daine, though, will have to learn to trust humans before she can come to terms with her powers, her past, and herself."
80,29127,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,/book/show/29127.The_Last_Unicorn,NA,3.54E-05,4.18,Fantasy,FALSE,84715,"She was magical, beautiful beyond belief -- and completely alone...The unicorn had lived since before memory in a forest where death could touch nothing. Maidens who caught a glimpse of her glory were blessed by enchantment they would never forget. But outside her wondrous realm, dark whispers and rumours carried a message she could not ignore: ""Unicorns are gone from the world.""Aided by a bumbling magician and an indomitable spinster, she set out to learn the truth. but she feared even her immortal wisdom meant nothing in a world where a mad king's curse and terror incarnate lived only to stalk the last unicorn to her doom..."
81,616678,"The Diamond Throne (The Elenium, #1)",David Eddings,/book/show/616678.The_Diamond_Throne,435,0.014850127,3.94,Fantasy,FALSE,29158,"After a long spell of exile, Sparhawk, Pandion Knight and the Queen's champion returns to native land to find it overrun with evil and intrigue - and his young queen greviously ill. Indeed, Ehlana lies magically entombed within a block of crystal, doomed to die unless a cure can be found within a year."
82,147843,"Green Rider (Green Rider, #1)",Kristen Britain,/book/show/147843.Green_Rider,NA,3.66E-05,4.09,Fantasy,FALSE,27325,"On her long journey home from school after a fight which will surely lead to her expulsion, Karigan G'ladheon ponders her future as she trudges through the immense forest called Green Cloak. But her thoughts are interrupted by the clattering of hooves as a galloping horse bursts from the woods, the rider slumped over his mount's neck, impaled by two black-shafted arrows. As the young man lies dying on the road, he tells Karigan that he is a Green Rider, one of the legendary messengers of the king, and that he bears a ""life and death"" message for King Zachary. He begs Karigan to carry his message, warning her not to read it, and when she reluctantly agrees, he makes her swear on his sword to complete his mission ""for love of country."" As he bestows upon her the golden winged-horse brooch which is the symbol of his office, he whispers on his dying breath, ""Beware the shadow man..."" Karigan's promise changes her life forever. Pursued by unknown assassins, following a path only her horse seems to know, and accompanied by the silent specter of the original messenger, she herself becomes a legendary Green Rider. Caught up in a world of deadly danger and complex magic, compelled by forces she cannot understand, Karigan is hounded by dark beings bent on seeing that the message, and its reluctant carrier, never reach their destination."
83,2315892,Best Served Cold,Joe Abercrombie,/book/show/2315892.Best_Served_Cold,534,4.23E-05,4.17,Fantasy,TRUE,47322,"Springtime in Styria. And that means war. Springtime in Styria. And that means revenge.There have been nineteen years of blood. The ruthless Grand Duke Orso is locked in a vicious struggle with the squabbling League of Eight, and between them they have bled the land white. While armies march, heads roll and cities burn, behind the scenes bankers, priests and older, darker powers play a deadly game to choose who will be king.War may be hell but for Monza Murcatto, the Snake of Talins, the most feared and famous mercenary in Duke Orso's employ, it's a damn good way of making money too. Her victories have made her popular - a shade too popular for her employer's taste. Betrayed, thrown down a mountain and left for dead, Murcatto's reward is a broken body and a burning hunger for vengeance. Whatever the cost, seven men must die.Her allies include Styria's least reliable drunkard, Styria's most treacherous poisoner, a mass-murderer obsessed with numbers and a Northman who just wants to do the right thing. Her enemies number the better half of the nation. And that's all before the most dangerous man in the world is dispatched to hunt her down and finish the job Duke Orso started...Springtime in Styria. And that means revenge."
84,13986,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,/book/show/13986.Arrows_of_the_Queen,320,0.029579728,4.16,Fantasy,TRUE,29243,"Follows the adventures of Talia as she trains to become a Herald of Valdemar in the first book in the classic epic fantasy Arrows trilogyChosen by the Companion Rolan, a mystical horse-like being with powers beyond imagining, Talia, once a runaway, has now become a trainee Herald, destined to become one of the Queen's own elite guard. For Talia has certain awakening talents of the mind that only a Companion like Rolan can truly sense.But as Talia struggles to master her unique abilities, time is running out. For conspiracy is brewing in Valdemar, a deadly treason that could destroy Queen and kingdom. Opposed by unknown enemies capable of both diabolical magic and treacherous assassination, the Queen must turn to Talia and the Heralds for aid in protecting the realm and insuring the future of the Queen's heir, a child already in danger of becoming bespelled by the Queen's own foes."
85,4345290,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,/book/show/4345290-the-crown-conspiracy,296,0.056286306,4.17,Fantasy,FALSE,14977,"THEY KILLED THE KING. THEY PINNED IT ON TWO MEN. THEY CHOSE POORLY.The Crown Conspiracy is book one of the multi-book saga: The Riyria Revelations. The series is told through six novels conceived as a single epic tale. Across the entire chronicle, mysteries build, characters evolve, and plots thicken, but each is self-contained and can be read independent of one another.In the first episode, the reader is introduced to Royce Melborn, a skilled thief, and his mercenary partner, Hadrian Blackwater, who make a profitable living carrying out dangerous assignments for conspiring nobles until they become the unwitting scapegoats in the murder of the king. Sentenced to death, they have only one way out...and so begins this epic tale of treachery and adventure, sword fighting and magic, myth and legend."
86,19821,"Riddle-Master (Riddle-Master, #1-3)",Patricia A. McKillip,/book/show/19821.Riddle_Master,578,0.050058455,4.23,Fantasy,FALSE,9409,"For over twenty years, Patricia A. McKillip has captured the hearts and imaginations of thousands of readers. And although her renowned Riddle-Master trilogy--The Riddle-Master of Hed, Heir of Sea and Fire, and Harpist in the Wind--has been long out of print, it is considered her most enduring and beloved work. Now it is collected in one volume for the first time--the epic journeys of a young prince in a strange land, where wizards have long since vanished...but where magic is waiting to be reborn."
87,28759,Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,/book/show/28759.Magic_s_Pawn,349,0.031887814,4.21,Fantasy,TRUE,21607,"Mage-Craft—Though Vanyel has been born with near-legendary abilities to work both Herald and Mage magic, he wants no part of such things. Nor does he seek a warrior's path, wishing instead to become a Bard. Yet such talent as his if left untrained may prove a menace not only to Vanyel but to others as well. So he is sent to be fostered with his aunt, Savil, one of the famed Herald-Mages of Valdemar.But, strong-willed and self-centered, Vanyel is a challenge which even Savil can not master alone. For soon he will become the focus of frightening forces, lending his raw magic to a spell that unleashes terrifying wyr-hunters on the land. And by the time Savil seeks the assistance of a Shin'a'in Adept, Vanyel's wild talent may have already grown beyond anyone's ability to contain, placing Vanyel, Savil, and Valdemar itself in desperate peril..."
88,133454,"Jhereg (Vlad Taltos, #1)",Steven Brust,/book/show/133454.Jhereg,307,0.037846055,4.14,Fantasy,FALSE,12498,"Vlad Taltos ist ein Hexer, freiberuflicher Attentäter, lebt als Ostländer (also Mensch) unter Dragaeranern und nennt einen reptilischen Vertrauten mit beissendem Humor sein Eigen. Und er ist in Schwierigkeiten, denn er muss einen Krieg verhindern, in dem sich seine besten Freunde und daneben auch die großen Familien von Dragaera gegenseitig auslöschen würden...The first to be published, this is actually the fourth novel in the timeline of the VLAD TALTOS series. The books recount the adventures of the wisecracking hired killer Vlad, a human on a planet mainly inhabited by the long-lived, extremely tall sorcerers known as the Dragaerans. One of the most powerful bosses in the Jhereg--Dragaera's premier criminal organization--hires Vlad, one of their guild members, to assassinate Mellar, who stole millions from the Jhereg leadership and fled. Unfortunately, this thief turns out to be protected in a way that makes it difficult for Vlad to do his job without gaining the permanent enmity of a friend. The reader also learns more about Vlad's past in this, and in other, lives."
89,62291,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,/book/show/62291.A_Storm_of_Swords,1177,3.56E-05,4.54,Fiction,TRUE,562555,"An alternate cover for this isbn can be found here.Here is the third volume in George R.R. Martin's magnificent cycle of novels that includes A Game of Thrones and A Clash of Kings. Together, this series comprises a genuine masterpiece of modern fantasy, destined to stand as one of the great achievements of imaginative fiction.Of the five contenders for power, one is dead, another in disfavor, and still the wars rage as alliances are made and broken. Joffrey sits on the Iron Throne, the uneasy ruler of the Seven Kingdoms. His most bitter rival, Lord Stannis, stands defeated and disgraced, victim of the sorceress who holds him in her thrall. Young Robb still rules the North from the fortress of Riverrun. Meanwhile, making her way across a blood-drenched continent is the exiled queen, Daenerys, mistress of the only three dragons still left in the world. And as opposing forces manoeuver for the final showdown, an army of barbaric wildlings arrives from the outermost limits of civilization, accompanied by a horde of mythical Others—a supernatural army of the living dead whose animated corpses are unstoppable. As the future of the land hangs in the balance, no one will rest until the Seven Kingdoms have exploded in a veritable storm of swords..."
